"Date","Price","Open","High","Low","Vol.","Change %"
"01/03/2024","2,091.00","2,091.00","2,091.00","2,091.00","","-0.10%"
"01/02/2024","2,093.00","2,093.00","2,093.00","2,093.00","","-0.05%"
"12/22/2023","2,094.00","2,094.00","2,094.00","2,094.00","","0.34%"
"12/21/2023","2,087.00","2,087.00","2,087.00","2,087.00","","-2.93%"
"12/20/2023","2,150.00","2,150.00","2,150.00","2,150.00","","-3.11%"
"12/19/2023","2,219.00","2,219.00","2,219.00","2,219.00","","-3.02%"
"12/18/2023","2,288.00","2,288.00","2,288.00","2,288.00","","-2.56%"
"12/15/2023","2,348.00","2,348.00","2,348.00","2,348.00","","-2.61%"
"12/14/2023","2,411.00","2,411.00","2,411.00","2,411.00","","-1.11%"
"12/13/2023","2,438.00","2,438.00","2,438.00","2,438.00","","-4.43%"
"12/12/2023","2,551.00","2,551.00","2,551.00","2,551.00","","1.67%"
"12/11/2023","2,509.00","2,509.00","2,509.00","2,509.00","","1.05%"
"12/08/2023","2,483.00","2,483.00","2,483.00","2,483.00","","-0.48%"
"12/07/2023","2,495.00","2,495.00","2,495.00","2,495.00","","-12.39%"
"12/06/2023","2,848.00","2,848.00","2,848.00","2,848.00","","-9.39%"
"12/05/2023","3,143.00","3,143.00","3,143.00","3,143.00","","-6.07%"
"12/04/2023","3,346.00","3,346.00","3,346.00","3,346.00","","4.82%"
"12/01/2023","3,192.00","3,192.00","3,192.00","3,192.00","","8.68%"
"11/30/2023","2,937.00","2,937.00","2,937.00","2,937.00","","8.94%"
"11/29/2023","2,696.00","2,696.00","2,696.00","2,696.00","","12.76%"
"11/28/2023","2,391.00","2,391.00","2,391.00","2,391.00","","5.84%"
"11/27/2023","2,259.00","2,259.00","2,259.00","2,259.00","","7.47%"
"11/24/2023","2,102.00","2,102.00","2,102.00","2,102.00","","13.32%"
"11/23/2023","1,855.00","1,855.00","1,855.00","1,855.00","","5.70%"
"11/22/2023","1,755.00","1,755.00","1,755.00","1,755.00","","-2.28%"
"11/21/2023","1,796.00","1,796.00","1,796.00","1,796.00","","-1.16%"
"11/20/2023","1,817.00","1,817.00","1,817.00","1,817.00","","-0.16%"
"11/17/2023","1,820.00","1,820.00","1,820.00","1,820.00","","3.53%"
"11/16/2023","1,758.00","1,758.00","1,758.00","1,758.00","","4.15%"
"11/15/2023","1,688.00","1,688.00","1,688.00","1,688.00","","1.56%"
"11/14/2023","1,662.00","1,662.00","1,662.00","1,662.00","","0.42%"
"11/13/2023","1,655.00","1,655.00","1,655.00","1,655.00","","0.73%"
"11/10/2023","1,643.00","1,643.00","1,643.00","1,643.00","","2.82%"
"11/09/2023","1,598.00","1,598.00","1,598.00","1,598.00","","4.44%"
"11/08/2023","1,530.00","1,530.00","1,530.00","1,530.00","","-1.86%"
"11/07/2023","1,559.00","1,559.00","1,559.00","1,559.00","","2.36%"
"11/06/2023","1,523.00","1,523.00","1,523.00","1,523.00","","4.17%"
"11/03/2023","1,462.00","1,462.00","1,462.00","1,462.00","","5.56%"
"11/02/2023","1,385.00","1,385.00","1,385.00","1,385.00","","-1.14%"
"11/01/2023","1,401.00","1,401.00","1,401.00","1,401.00","","-3.98%"
"10/31/2023","1,459.00","1,459.00","1,459.00","1,459.00","","-2.86%"
"10/30/2023","1,502.00","1,502.00","1,502.00","1,502.00","","-3.90%"
"10/27/2023","1,563.00","1,563.00","1,563.00","1,563.00","","-5.96%"
"10/26/2023","1,662.00","1,662.00","1,662.00","1,662.00","","-9.28%"
"10/25/2023","1,832.00","1,832.00","1,832.00","1,832.00","","-6.00%"
"10/24/2023","1,949.00","1,949.00","1,949.00","1,949.00","","-3.37%"
"10/23/2023","2,017.00","2,017.00","2,017.00","2,017.00","","-1.42%"
"10/20/2023","2,046.00","2,046.00","2,046.00","2,046.00","","-1.21%"
"10/19/2023","2,071.00","2,071.00","2,071.00","2,071.00","","-1.62%"
"10/18/2023","2,105.00","2,105.00","2,105.00","2,105.00","","2.28%"
"10/17/2023","2,058.00","2,058.00","2,058.00","2,058.00","","4.36%"
"10/16/2023","1,972.00","1,972.00","1,972.00","1,972.00","","1.39%"
"10/13/2023","1,945.00","1,945.00","1,945.00","1,945.00","","0.52%"
"10/12/2023","1,935.00","1,935.00","1,935.00","1,935.00","","-0.67%"
"10/11/2023","1,948.00","1,948.00","1,948.00","1,948.00","","-1.77%"
"10/10/2023","1,983.00","1,983.00","1,983.00","1,983.00","","-0.40%"
"10/09/2023","1,991.00","1,991.00","1,991.00","1,991.00","","3.21%"
"10/06/2023","1,929.00","1,929.00","1,929.00","1,929.00","","5.58%"
"10/05/2023","1,827.00","1,827.00","1,827.00","1,827.00","","2.76%"
"10/04/2023","1,778.00","1,778.00","1,778.00","1,778.00","","-0.11%"
"10/03/2023","1,780.00","1,780.00","1,780.00","1,780.00","","2.48%"
"10/02/2023","1,737.00","1,737.00","1,737.00","1,737.00","","2.12%"
"09/29/2023","1,701.00","1,701.00","1,701.00","1,701.00","","-0.87%"
"09/28/2023","1,716.00","1,716.00","1,716.00","1,716.00","","-2.05%"
"09/27/2023","1,752.00","1,752.00","1,752.00","1,752.00","","3.42%"
"09/26/2023","1,694.00","1,694.00","1,694.00","1,694.00","","4.96%"
"09/25/2023","1,614.00","1,614.00","1,614.00","1,614.00","","1.32%"
"09/22/2023","1,593.00","1,593.00","1,593.00","1,593.00","","1.53%"
"09/21/2023","1,569.00","1,569.00","1,569.00","1,569.00","","-0.95%"
"09/20/2023","1,584.00","1,584.00","1,584.00","1,584.00","","3.80%"
"09/19/2023","1,526.00","1,526.00","1,526.00","1,526.00","","6.05%"
"09/18/2023","1,439.00","1,439.00","1,439.00","1,439.00","","4.20%"
"09/15/2023","1,381.00","1,381.00","1,381.00","1,381.00","","3.06%"
"09/14/2023","1,340.00","1,340.00","1,340.00","1,340.00","","3.88%"
"09/13/2023","1,290.00","1,290.00","1,290.00","1,290.00","","4.45%"
"09/12/2023","1,235.00","1,235.00","1,235.00","1,235.00","","2.15%"
"09/11/2023","1,209.00","1,209.00","1,209.00","1,209.00","","1.94%"
"09/08/2023","1,186.00","1,186.00","1,186.00","1,186.00","","3.94%"
"09/07/2023","1,141.00","1,141.00","1,141.00","1,141.00","","5.55%"
"09/06/2023","1,081.00","1,081.00","1,081.00","1,081.00","","1.69%"
"09/05/2023","1,063.00","1,063.00","1,063.00","1,063.00","","-1.85%"
"09/04/2023","1,083.00","1,083.00","1,083.00","1,083.00","","1.69%"
"09/01/2023","1,065.00","1,065.00","1,065.00","1,065.00","","-1.93%"
"08/31/2023","1,086.00","1,086.00","1,086.00","1,086.00","","-0.73%"
"08/30/2023","1,094.00","1,094.00","1,094.00","1,094.00","","-1.17%"
"08/29/2023","1,107.00","1,107.00","1,107.00","1,107.00","","2.50%"
"08/25/2023","1,080.00","1,080.00","1,080.00","1,080.00","","-2.70%"
"08/24/2023","1,110.00","1,110.00","1,110.00","1,110.00","","-3.56%"
"08/23/2023","1,151.00","1,151.00","1,151.00","1,151.00","","-3.60%"
"08/22/2023","1,194.00","1,194.00","1,194.00","1,194.00","","-2.37%"
"08/21/2023","1,223.00","1,223.00","1,223.00","1,223.00","","-1.13%"
"08/18/2023","1,237.00","1,237.00","1,237.00","1,237.00","","-0.80%"
"08/17/2023","1,247.00","1,247.00","1,247.00","1,247.00","","1.14%"
"08/16/2023","1,233.00","1,233.00","1,233.00","1,233.00","","5.75%"
"08/15/2023","1,166.00","1,166.00","1,166.00","1,166.00","","2.73%"
"08/14/2023","1,135.00","1,135.00","1,135.00","1,135.00","","0.53%"
"08/11/2023","1,129.00","1,129.00","1,129.00","1,129.00","","-0.70%"
"08/10/2023","1,137.00","1,137.00","1,137.00","1,137.00","","-0.61%"
"08/09/2023","1,144.00","1,144.00","1,144.00","1,144.00","","0.18%"
"08/08/2023","1,142.00","1,142.00","1,142.00","1,142.00","","-0.26%"
"08/07/2023","1,145.00","1,145.00","1,145.00","1,145.00","","0.79%"
"08/04/2023","1,136.00","1,136.00","1,136.00","1,136.00","","0.71%"
"08/03/2023","1,128.00","1,128.00","1,128.00","1,128.00","","0.45%"
"08/02/2023","1,123.00","1,123.00","1,123.00","1,123.00","","-2.35%"
"08/01/2023","1,150.00","1,150.00","1,150.00","1,150.00","","2.04%"
"07/31/2023","1,127.00","1,127.00","1,127.00","1,127.00","","1.53%"
"07/28/2023","1,110.00","1,110.00","1,110.00","1,110.00","","1.19%"
"07/27/2023","1,097.00","1,097.00","1,097.00","1,097.00","","2.81%"
"07/26/2023","1,067.00","1,067.00","1,067.00","1,067.00","","10.91%"
"07/25/2023","962.00","962.00","962.00","962.00","","-0.52%"
"07/24/2023","967.00","967.00","967.00","967.00","","-1.12%"
"07/21/2023","978.00","978.00","978.00","978.00","","0.10%"
"07/20/2023","977.00","977.00","977.00","977.00","","-2.69%"
"07/19/2023","1,004.00","1,004.00","1,004.00","1,004.00","","-3.18%"
"07/18/2023","1,037.00","1,037.00","1,037.00","1,037.00","","-3.36%"
"07/17/2023","1,073.00","1,073.00","1,073.00","1,073.00","","-1.56%"
"07/14/2023","1,090.00","1,090.00","1,090.00","1,090.00","","-1.18%"
"07/13/2023","1,103.00","1,103.00","1,103.00","1,103.00","","1.38%"
"07/12/2023","1,088.00","1,088.00","1,088.00","1,088.00","","5.43%"
"07/11/2023","1,032.00","1,032.00","1,032.00","1,032.00","","0.78%"
"07/10/2023","1,024.00","1,024.00","1,024.00","1,024.00","","1.49%"
"07/07/2023","1,009.00","1,009.00","1,009.00","1,009.00","","1.61%"
"07/06/2023","993.00","993.00","993.00","993.00","","-0.10%"
"07/05/2023","994.00","994.00","994.00","994.00","","-4.79%"
"07/04/2023","1,044.00","1,044.00","1,044.00","1,044.00","","-2.25%"
"07/03/2023","1,068.00","1,068.00","1,068.00","1,068.00","","-2.11%"
"06/30/2023","1,091.00","1,091.00","1,091.00","1,091.00","","-1.89%"
"06/29/2023","1,112.00","1,112.00","1,112.00","1,112.00","","-2.28%"
"06/28/2023","1,138.00","1,138.00","1,138.00","1,138.00","","-3.80%"
"06/27/2023","1,183.00","1,183.00","1,183.00","1,183.00","","-4.06%"
"06/26/2023","1,233.00","1,233.00","1,233.00","1,233.00","","-0.56%"
"06/23/2023","1,240.00","1,240.00","1,240.00","1,240.00","","1.97%"
"06/22/2023","1,216.00","1,216.00","1,216.00","1,216.00","","6.85%"
"06/21/2023","1,138.00","1,138.00","1,138.00","1,138.00","","5.57%"
"06/20/2023","1,078.00","1,078.00","1,078.00","1,078.00","","1.22%"
"06/19/2023","1,065.00","1,065.00","1,065.00","1,065.00","","-1.02%"
"06/16/2023","1,076.00","1,076.00","1,076.00","1,076.00","","-1.65%"
"06/15/2023","1,094.00","1,094.00","1,094.00","1,094.00","","1.39%"
"06/14/2023","1,079.00","1,079.00","1,079.00","1,079.00","","0.47%"
"06/13/2023","1,074.00","1,074.00","1,074.00","1,074.00","","1.70%"
"06/12/2023","1,056.00","1,056.00","1,056.00","1,056.00","","0.09%"
"06/09/2023","1,055.00","1,055.00","1,055.00","1,055.00","","1.44%"
"06/08/2023","1,040.00","1,040.00","1,040.00","1,040.00","","1.96%"
"06/07/2023","1,020.00","1,020.00","1,020.00","1,020.00","","0.39%"
"06/06/2023","1,016.00","1,016.00","1,016.00","1,016.00","","8.20%"
"06/05/2023","939.00","939.00","939.00","939.00","","2.18%"
"06/02/2023","919.00","919.00","919.00","919.00","","-1.92%"
"06/01/2023","937.00","937.00","937.00","937.00","","-4.09%"
"05/31/2023","977.00","977.00","977.00","977.00","","-13.00%"
"05/30/2023","1,123.00","1,123.00","1,123.00","1,123.00","","-4.18%"
"05/26/2023","1,172.00","1,172.00","1,172.00","1,172.00","","-3.54%"
"05/25/2023","1,215.00","1,215.00","1,215.00","1,215.00","","-6.18%"
"05/24/2023","1,295.00","1,295.00","1,295.00","1,295.00","","-3.93%"
"05/23/2023","1,348.00","1,348.00","1,348.00","1,348.00","","-1.25%"
"05/22/2023","1,365.00","1,365.00","1,365.00","1,365.00","","-1.37%"
"05/19/2023","1,384.00","1,384.00","1,384.00","1,384.00","","-1.28%"
"05/18/2023","1,402.00","1,402.00","1,402.00","1,402.00","","-1.61%"
"05/17/2023","1,425.00","1,425.00","1,425.00","1,425.00","","-3.46%"
"05/16/2023","1,476.00","1,476.00","1,476.00","1,476.00","","-3.02%"
"05/15/2023","1,522.00","1,522.00","1,522.00","1,522.00","","-2.31%"
"05/12/2023","1,558.00","1,558.00","1,558.00","1,558.00","","-3.11%"
"05/11/2023","1,608.00","1,608.00","1,608.00","1,608.00","","-1.95%"
"05/10/2023","1,640.00","1,640.00","1,640.00","1,640.00","","2.63%"
"05/09/2023","1,598.00","1,598.00","1,598.00","1,598.00","","2.57%"
"05/05/2023","1,558.00","1,558.00","1,558.00","1,558.00","","0.84%"
"05/04/2023","1,545.00","1,545.00","1,545.00","1,545.00","","-0.83%"
"05/03/2023","1,558.00","1,558.00","1,558.00","1,558.00","","0.39%"
"05/02/2023","1,552.00","1,552.00","1,552.00","1,552.00","","-1.52%"
"04/28/2023","1,576.00","1,576.00","1,576.00","1,576.00","","-0.32%"
"04/27/2023","1,581.00","1,581.00","1,581.00","1,581.00","","2.93%"
"04/26/2023","1,536.00","1,536.00","1,536.00","1,536.00","","1.72%"
"04/25/2023","1,510.00","1,510.00","1,510.00","1,510.00","","-0.46%"
"04/24/2023","1,517.00","1,517.00","1,517.00","1,517.00","","0.86%"
"04/21/2023","1,504.00","1,504.00","1,504.00","1,504.00","","5.03%"
"04/20/2023","1,432.00","1,432.00","1,432.00","1,432.00","","4.37%"
"04/19/2023","1,372.00","1,372.00","1,372.00","1,372.00","","0.29%"
"04/18/2023","1,368.00","1,368.00","1,368.00","1,368.00","","-3.12%"
"04/17/2023","1,412.00","1,412.00","1,412.00","1,412.00","","-1.60%"
"04/14/2023","1,435.00","1,435.00","1,435.00","1,435.00","","-1.91%"
"04/13/2023","1,463.00","1,463.00","1,463.00","1,463.00","","0.00%"
"04/12/2023","1,463.00","1,463.00","1,463.00","1,463.00","","-2.92%"
"04/11/2023","1,507.00","1,507.00","1,507.00","1,507.00","","-3.40%"
"04/06/2023","1,560.00","1,560.00","1,560.00","1,560.00","","2.30%"
"04/05/2023","1,525.00","1,525.00","1,525.00","1,525.00","","3.53%"
"04/04/2023","1,473.00","1,473.00","1,473.00","1,473.00","","4.32%"
"04/03/2023","1,412.00","1,412.00","1,412.00","1,412.00","","1.66%"
"03/31/2023","1,389.00","1,389.00","1,389.00","1,389.00","","-1.00%"
"03/30/2023","1,403.00","1,403.00","1,403.00","1,403.00","","-0.28%"
"03/29/2023","1,407.00","1,407.00","1,407.00","1,407.00","","0.36%"
"03/28/2023","1,402.00","1,402.00","1,402.00","1,402.00","","-3.71%"
"03/27/2023","1,456.00","1,456.00","1,456.00","1,456.00","","-2.22%"
"03/24/2023","1,489.00","1,489.00","1,489.00","1,489.00","","0.34%"
"03/23/2023","1,484.00","1,484.00","1,484.00","1,484.00","","1.92%"
"03/22/2023","1,456.00","1,456.00","1,456.00","1,456.00","","-3.70%"
"03/21/2023","1,512.00","1,512.00","1,512.00","1,512.00","","-1.95%"
"03/20/2023","1,542.00","1,542.00","1,542.00","1,542.00","","0.46%"
"03/17/2023","1,535.00","1,535.00","1,535.00","1,535.00","","-1.60%"
"03/16/2023","1,560.00","1,560.00","1,560.00","1,560.00","","-2.68%"
"03/15/2023","1,603.00","1,603.00","1,603.00","1,603.00","","1.01%"
"03/14/2023","1,587.00","1,587.00","1,587.00","1,587.00","","8.33%"
"03/13/2023","1,465.00","1,465.00","1,465.00","1,465.00","","2.88%"
"03/10/2023","1,424.00","1,424.00","1,424.00","1,424.00","","3.26%"
"03/09/2023","1,379.00","1,379.00","1,379.00","1,379.00","","3.92%"
"03/08/2023","1,327.00","1,327.00","1,327.00","1,327.00","","2.23%"
"03/07/2023","1,298.00","1,298.00","1,298.00","1,298.00","","3.18%"
"03/06/2023","1,258.00","1,258.00","1,258.00","1,258.00","","3.88%"
"03/03/2023","1,211.00","1,211.00","1,211.00","1,211.00","","5.76%"
"03/02/2023","1,145.00","1,145.00","1,145.00","1,145.00","","4.19%"
"03/01/2023","1,099.00","1,099.00","1,099.00","1,099.00","","11.01%"
"02/28/2023","990.00","990.00","990.00","990.00","","5.88%"
"02/27/2023","935.00","935.00","935.00","935.00","","5.89%"
"02/24/2023","883.00","883.00","883.00","883.00","","8.21%"
"02/23/2023","816.00","816.00","816.00","816.00","","21.07%"
"02/22/2023","674.00","674.00","674.00","674.00","","13.47%"
"02/21/2023","594.00","594.00","594.00","594.00","","7.61%"
"02/20/2023","552.00","552.00","552.00","552.00","","2.60%"
"02/17/2023","538.00","538.00","538.00","538.00","","1.51%"
"02/16/2023","530.00","530.00","530.00","530.00","","-2.03%"
"02/15/2023","541.00","541.00","541.00","541.00","","-3.91%"
"02/14/2023","563.00","563.00","563.00","563.00","","-8.60%"
"02/13/2023","616.00","616.00","616.00","616.00","","2.33%"
"02/10/2023","602.00","602.00","602.00","602.00","","1.69%"
"02/09/2023","592.00","592.00","592.00","592.00","","-1.82%"
"02/08/2023","603.00","603.00","603.00","603.00","","0.33%"
"02/07/2023","601.00","601.00","601.00","601.00","","-1.15%"
"02/06/2023","608.00","608.00","608.00","608.00","","-2.09%"
"02/03/2023","621.00","621.00","621.00","621.00","","-2.97%"
"02/02/2023","640.00","640.00","640.00","640.00","","-4.19%"
"02/01/2023","668.00","668.00","668.00","668.00","","-1.91%"
"01/31/2023","681.00","681.00","681.00","681.00","","0.15%"
"01/30/2023","680.00","680.00","680.00","680.00","","0.59%"
"01/27/2023","676.00","676.00","676.00","676.00","","-0.15%"
"01/26/2023","677.00","677.00","677.00","677.00","","-3.70%"
"01/25/2023","703.00","703.00","703.00","703.00","","-2.50%"
"01/24/2023","721.00","721.00","721.00","721.00","","-2.57%"
"01/23/2023","740.00","740.00","740.00","740.00","","-3.01%"
"01/20/2023","763.00","763.00","763.00","763.00","","-4.74%"
"01/19/2023","801.00","801.00","801.00","801.00","","-8.35%"
"01/18/2023","874.00","874.00","874.00","874.00","","-5.10%"
"01/17/2023","921.00","921.00","921.00","921.00","","-2.64%"
"01/16/2023","946.00","946.00","946.00","946.00","","0.00%"
"01/13/2023","946.00","946.00","946.00","946.00","","-3.07%"
"01/12/2023","976.00","976.00","976.00","976.00","","-6.42%"
"01/11/2023","1,043.00","1,043.00","1,043.00","1,043.00","","-4.84%"
"01/10/2023","1,096.00","1,096.00","1,096.00","1,096.00","","-3.78%"
"01/09/2023","1,139.00","1,139.00","1,139.00","1,139.00","","0.80%"
"01/06/2023","1,130.00","1,130.00","1,130.00","1,130.00","","-1.40%"
"01/05/2023","1,146.00","1,146.00","1,146.00","1,146.00","","-2.55%"
"01/04/2023","1,176.00","1,176.00","1,176.00","1,176.00","","-5.92%"
"01/03/2023","1,250.00","1,250.00","1,250.00","1,250.00","","-17.49%"
"12/23/2022","1,515.00","1,515.00","1,515.00","1,515.00","","-8.18%"
"12/22/2022","1,650.00","1,650.00","1,650.00","1,650.00","","-4.24%"
"12/21/2022","1,723.00","1,723.00","1,723.00","1,723.00","","7.96%"
"12/20/2022","1,596.00","1,596.00","1,596.00","1,596.00","","3.10%"
"12/19/2022","1,548.00","1,548.00","1,548.00","1,548.00","","-0.77%"
"12/16/2022","1,560.00","1,560.00","1,560.00","1,560.00","","2.09%"
"12/15/2022","1,528.00","1,528.00","1,528.00","1,528.00","","9.06%"
"12/14/2022","1,401.00","1,401.00","1,401.00","1,401.00","","3.24%"
"12/13/2022","1,357.00","1,357.00","1,357.00","1,357.00","","-0.29%"
"12/12/2022","1,361.00","1,361.00","1,361.00","1,361.00","","-1.80%"
"12/09/2022","1,386.00","0.00","0.00","0.00","","0.07%"
"12/08/2022","1,385.00","1,385.00","1,385.00","1,385.00","","0.87%"
"12/07/2022","1,373.00","1,373.00","1,373.00","1,373.00","","2.46%"
"12/06/2022","1,340.00","1,340.00","1,340.00","1,340.00","","1.28%"
"12/05/2022","1,323.00","1,323.00","1,323.00","1,323.00","","-0.08%"
"12/02/2022","1,324.00","1,324.00","1,324.00","1,324.00","","-1.05%"
"12/01/2022","1,338.00","1,338.00","1,338.00","1,338.00","","-1.25%"
"11/30/2022","1,355.00","1,355.00","1,355.00","1,355.00","","2.11%"
"11/29/2022","1,327.00","1,327.00","1,327.00","1,327.00","","-1.48%"
"11/28/2022","1,347.00","1,347.00","1,347.00","1,347.00","","1.74%"
"11/25/2022","1,324.00","1,324.00","1,324.00","1,324.00","","6.60%"
"11/24/2022","1,242.00","1,242.00","1,242.00","1,242.00","","4.90%"
"11/23/2022","1,184.00","1,184.00","1,184.00","1,184.00","","3.05%"
"11/22/2022","1,149.00","1,149.00","1,149.00","1,149.00","","-2.38%"
"11/21/2022","1,177.00","1,177.00","1,177.00","1,177.00","","-1.01%"
"11/18/2022","1,189.00","1,189.00","1,189.00","1,189.00","","-3.18%"
"11/17/2022","1,228.00","1,228.00","1,228.00","1,228.00","","-4.66%"
"11/16/2022","1,288.00","1,288.00","1,288.00","1,288.00","","-0.92%"
"11/15/2022","1,300.00","1,300.00","1,300.00","1,300.00","","-1.89%"
"11/14/2022","1,325.00","1,325.00","1,325.00","1,325.00","","-2.21%"
"11/11/2022","1,355.00","1,355.00","1,355.00","1,355.00","","-2.52%"
"11/10/2022","1,390.00","1,390.00","1,390.00","1,390.00","","-0.22%"
"11/09/2022","1,393.00","1,393.00","1,393.00","1,393.00","","2.73%"
"11/08/2022","1,356.00","1,356.00","1,356.00","1,356.00","","1.42%"
"11/07/2022","1,337.00","1,337.00","1,337.00","1,337.00","","1.06%"
"11/04/2022","1,323.00","1,323.00","1,323.00","1,323.00","","2.56%"
"11/03/2022","1,290.00","1,290.00","1,290.00","1,290.00","","-2.35%"
"11/02/2022","1,321.00","1,321.00","1,321.00","1,321.00","","-4.07%"
"11/01/2022","1,377.00","1,377.00","1,377.00","1,377.00","","-5.88%"
"10/31/2022","1,463.00","1,463.00","1,463.00","1,463.00","","-4.63%"
"10/28/2022","1,534.00","1,534.00","1,534.00","1,534.00","","-4.84%"
"10/27/2022","1,612.00","1,612.00","1,612.00","1,612.00","","-5.51%"
"10/26/2022","1,706.00","1,706.00","1,706.00","1,706.00","","-2.79%"
"10/25/2022","1,755.00","1,755.00","1,755.00","1,755.00","","-2.34%"
"10/24/2022","1,797.00","1,797.00","1,797.00","1,797.00","","-1.21%"
"10/21/2022","1,819.00","1,819.00","1,819.00","1,819.00","","-0.98%"
"10/20/2022","1,837.00","1,837.00","1,837.00","1,837.00","","-1.82%"
"10/19/2022","1,871.00","1,871.00","1,871.00","1,871.00","","-0.21%"
"10/18/2022","1,875.00","1,875.00","1,875.00","1,875.00","","1.74%"
"10/17/2022","1,843.00","1,843.00","1,843.00","1,843.00","","0.27%"
"10/14/2022","1,838.00","1,838.00","1,838.00","1,838.00","","1.10%"
"10/13/2022","1,818.00","1,818.00","1,818.00","1,818.00","","-2.94%"
"10/12/2022","1,873.00","1,873.00","1,873.00","1,873.00","","-1.63%"
"10/11/2022","1,904.00","1,904.00","1,904.00","1,904.00","","-2.06%"
"10/10/2022","1,944.00","1,944.00","1,944.00","1,944.00","","-0.87%"
"10/07/2022","1,961.00","1,961.00","1,961.00","1,961.00","","-1.56%"
"10/06/2022","1,992.00","1,992.00","1,992.00","1,992.00","","-0.20%"
"10/05/2022","1,996.00","1,996.00","1,996.00","1,996.00","","7.02%"
"10/04/2022","1,865.00","1,865.00","1,865.00","1,865.00","","4.31%"
"10/03/2022","1,788.00","1,788.00","1,788.00","1,788.00","","1.59%"
"09/30/2022","1,760.00","1,760.00","1,760.00","1,760.00","","0.17%"
"09/29/2022","1,757.00","1,757.00","1,757.00","1,757.00","","-2.33%"
"09/28/2022","1,799.00","1,799.00","1,799.00","1,799.00","","-0.44%"
"09/27/2022","1,807.00","1,807.00","1,807.00","1,807.00","","-0.33%"
"09/26/2022","1,813.00","1,813.00","1,813.00","1,813.00","","-0.17%"
"09/23/2022","1,816.00","1,816.00","1,816.00","1,816.00","","5.58%"
"09/22/2022","1,720.00","1,720.00","1,720.00","1,720.00","","-1.49%"
"09/21/2022","1,746.00","1,746.00","1,746.00","1,746.00","","0.98%"
"09/20/2022","1,729.00","1,729.00","1,729.00","1,729.00","","11.33%"
"09/16/2022","1,553.00","1,553.00","1,553.00","1,553.00","","-3.66%"
"09/15/2022","1,612.00","1,612.00","1,612.00","1,612.00","","1.07%"
"09/14/2022","1,595.00","1,595.00","1,595.00","1,595.00","","13.28%"
"09/13/2022","1,408.00","1,408.00","1,408.00","1,408.00","","12.10%"
"09/12/2022","1,256.00","1,256.00","1,256.00","1,256.00","","3.54%"
"09/09/2022","1,213.00","1,213.00","1,213.00","1,213.00","","2.97%"
"09/08/2022","1,178.00","1,178.00","1,178.00","1,178.00","","3.97%"
"09/07/2022","1,133.00","1,133.00","1,133.00","1,133.00","","1.71%"
"09/06/2022","1,114.00","1,114.00","1,114.00","1,114.00","","-1.68%"
"09/05/2022","1,133.00","1,133.00","1,133.00","1,133.00","","4.33%"
"09/02/2022","1,086.00","1,086.00","1,086.00","1,086.00","","8.38%"
"09/01/2022","1,002.00","1,002.00","1,002.00","1,002.00","","3.83%"
"08/31/2022","965.00","965.00","965.00","965.00","","-5.11%"
"08/30/2022","1,017.00","1,017.00","1,017.00","1,017.00","","-6.01%"
"08/26/2022","1,082.00","1,082.00","1,082.00","1,082.00","","-3.65%"
"08/25/2022","1,123.00","1,123.00","1,123.00","1,123.00","","-7.42%"
"08/24/2022","1,213.00","1,213.00","1,213.00","1,213.00","","-4.56%"
"08/23/2022","1,271.00","1,271.00","1,271.00","1,271.00","","0.08%"
"08/22/2022","1,270.00","1,270.00","1,270.00","1,270.00","","-0.70%"
"08/19/2022","1,279.00","1,279.00","1,279.00","1,279.00","","-3.11%"
"08/18/2022","1,320.00","1,320.00","1,320.00","1,320.00","","-5.31%"
"08/17/2022","1,394.00","1,394.00","1,394.00","1,394.00","","0.50%"
"08/16/2022","1,387.00","1,387.00","1,387.00","1,387.00","","-1.21%"
"08/15/2022","1,404.00","1,404.00","1,404.00","1,404.00","","-4.94%"
"08/12/2022","1,477.00","1,477.00","1,477.00","1,477.00","","-5.08%"
"08/11/2022","1,556.00","1,556.00","1,556.00","1,556.00","","-2.26%"
"08/10/2022","1,592.00","1,592.00","1,592.00","1,592.00","","1.79%"
"08/09/2022","1,564.00","1,564.00","1,564.00","1,564.00","","-0.13%"
"08/08/2022","1,566.00","1,566.00","1,566.00","1,566.00","","0.38%"
"08/05/2022","1,560.00","1,560.00","1,560.00","1,560.00","","-2.68%"
"08/04/2022","1,603.00","1,603.00","1,603.00","1,603.00","","-7.39%"
"08/03/2022","1,731.00","1,731.00","1,731.00","1,731.00","","-4.73%"
"08/02/2022","1,817.00","1,817.00","1,817.00","1,817.00","","-2.94%"
"08/01/2022","1,872.00","1,872.00","1,872.00","1,872.00","","-1.21%"
"07/29/2022","1,895.00","1,895.00","1,895.00","1,895.00","","-2.57%"
"07/28/2022","1,945.00","1,945.00","1,945.00","1,945.00","","-3.09%"
"07/27/2022","2,007.00","2,007.00","2,007.00","2,007.00","","-2.62%"
"07/26/2022","2,061.00","2,061.00","2,061.00","2,061.00","","-2.51%"
"07/25/2022","2,114.00","2,114.00","2,114.00","2,114.00","","-1.49%"
"07/22/2022","2,146.00","2,146.00","2,146.00","2,146.00","","1.32%"
"07/21/2022","2,118.00","2,118.00","2,118.00","2,118.00","","0.24%"
"07/20/2022","2,113.00","2,113.00","2,113.00","2,113.00","","-1.49%"
"07/19/2022","2,145.00","2,145.00","2,145.00","2,145.00","","-0.79%"
