"Date","Price","Open","High","Low","Vol.","Change %"
"08/08/2019","1,720.00","1,720.00","1,720.00","1,720.00","","0.47%"
"08/07/2019","1,712.00","1,712.00","1,712.00","1,712.00","","-1.27%"
"08/06/2019","1,734.00","1,734.00","1,734.00","1,734.00","","-2.25%"
"08/05/2019","1,774.00","1,774.00","1,774.00","1,774.00","","-0.78%"
"08/02/2019","1,788.00","1,788.00","1,788.00","1,788.00","","-1.32%"
"08/01/2019","1,812.00","1,812.00","1,812.00","1,812.00","","-3.00%"
"07/31/2019","1,868.00","1,868.00","1,868.00","1,868.00","","-1.63%"
"07/30/2019","1,899.00","1,899.00","1,899.00","1,899.00","","-1.20%"
"07/29/2019","1,922.00","1,922.00","1,922.00","1,922.00","","-0.77%"
"07/26/2019","1,937.00","1,937.00","1,937.00","1,937.00","","-0.51%"
"07/25/2019","1,947.00","1,947.00","1,947.00","1,947.00","","-3.33%"
"07/24/2019","2,014.00","2,014.00","2,014.00","2,014.00","","-6.97%"
"07/23/2019","2,165.00","2,165.00","2,165.00","2,165.00","","-1.19%"
"07/22/2019","2,191.00","2,191.00","2,191.00","2,191.00","","0.97%"
"07/19/2019","2,170.00","2,170.00","2,170.00","2,170.00","","1.88%"
"07/18/2019","2,130.00","2,130.00","2,130.00","2,130.00","","3.20%"
"07/17/2019","2,064.00","2,064.00","2,064.00","2,064.00","","2.64%"
"07/16/2019","2,011.00","2,011.00","2,011.00","2,011.00","","4.30%"
"07/15/2019","1,928.00","1,928.00","1,928.00","1,928.00","","3.38%"
"07/12/2019","1,865.00","1,865.00","1,865.00","1,865.00","","2.70%"
"07/11/2019","1,816.00","1,816.00","1,816.00","1,816.00","","2.19%"
"07/10/2019","1,777.00","1,777.00","1,777.00","1,777.00","","1.02%"
"07/09/2019","1,759.00","1,759.00","1,759.00","1,759.00","","1.97%"
"07/08/2019","1,725.00","1,725.00","1,725.00","1,725.00","","-0.86%"
"07/05/2019","1,740.00","1,740.00","1,740.00","1,740.00","","2.35%"
"07/04/2019","1,700.00","1,700.00","1,700.00","1,700.00","","9.75%"
"07/03/2019","1,549.00","1,549.00","1,549.00","1,549.00","","7.12%"
"07/02/2019","1,446.00","1,446.00","1,446.00","1,446.00","","4.71%"
"07/01/2019","1,381.00","1,381.00","1,381.00","1,381.00","","1.99%"
"06/28/2019","1,354.00","1,354.00","1,354.00","1,354.00","","1.04%"
"06/27/2019","1,340.00","1,340.00","1,340.00","1,340.00","","1.75%"
"06/26/2019","1,317.00","1,317.00","1,317.00","1,317.00","","2.89%"
"06/25/2019","1,280.00","1,280.00","1,280.00","1,280.00","","1.75%"
"06/24/2019","1,258.00","1,258.00","1,258.00","1,258.00","","1.53%"
"06/21/2019","1,239.00","1,239.00","1,239.00","1,239.00","","3.77%"
"06/20/2019","1,194.00","1,194.00","1,194.00","1,194.00","","1.27%"
"06/19/2019","1,179.00","1,179.00","1,179.00","1,179.00","","3.88%"
"06/18/2019","1,135.00","1,135.00","1,135.00","1,135.00","","3.84%"
"06/17/2019","1,093.00","1,093.00","1,093.00","1,093.00","","0.74%"
"06/14/2019","1,085.00","1,085.00","1,085.00","1,085.00","","2.17%"
"06/13/2019","1,062.00","1,062.00","1,062.00","1,062.00","","-1.67%"
"06/12/2019","1,080.00","1,080.00","1,080.00","1,080.00","","-2.26%"
"06/11/2019","1,105.00","1,105.00","1,105.00","1,105.00","","-1.78%"
"06/10/2019","1,125.00","1,125.00","1,125.00","1,125.00","","-1.14%"
"06/07/2019","1,138.00","1,138.00","1,138.00","1,138.00","","0.00%"
"06/06/2019","1,138.00","1,138.00","1,138.00","1,138.00","","-0.26%"
"06/05/2019","1,141.00","1,141.00","1,141.00","1,141.00","","1.69%"
"06/04/2019","1,122.00","1,122.00","1,122.00","1,122.00","","1.72%"
"06/03/2019","1,103.00","1,103.00","1,103.00","1,103.00","","0.64%"
"05/31/2019","1,096.00","1,096.00","1,096.00","1,096.00","","-0.09%"
"05/30/2019","1,097.00","1,097.00","1,097.00","1,097.00","","-0.90%"
"05/29/2019","1,107.00","1,107.00","1,107.00","1,107.00","","2.31%"
"05/28/2019","1,082.00","1,082.00","1,082.00","1,082.00","","1.50%"
"05/24/2019","1,066.00","1,066.00","1,066.00","1,066.00","","-0.19%"
"05/23/2019","1,068.00","1,068.00","1,068.00","1,068.00","","0.85%"
"05/22/2019","1,059.00","1,059.00","1,059.00","1,059.00","","0.95%"
"05/21/2019","1,049.00","1,049.00","1,049.00","1,049.00","","0.77%"
"05/20/2019","1,041.00","1,041.00","1,041.00","1,041.00","","0.10%"
"05/17/2019","1,040.00","1,040.00","1,040.00","1,040.00","","0.78%"
"05/16/2019","1,032.00","1,032.00","1,032.00","1,032.00","","0.00%"
"05/15/2019","1,032.00","1,032.00","1,032.00","1,032.00","","-1.05%"
"05/14/2019","1,043.00","1,043.00","1,043.00","1,043.00","","1.66%"
"05/13/2019","1,026.00","1,026.00","1,026.00","1,026.00","","1.28%"
"05/10/2019","1,013.00","1,013.00","1,013.00","1,013.00","","4.00%"
"05/09/2019","974.00","974.00","974.00","974.00","","3.62%"
"05/08/2019","940.00","940.00","940.00","940.00","","0.43%"
"05/07/2019","936.00","936.00","936.00","936.00","","-4.97%"
"05/03/2019","985.00","985.00","985.00","985.00","","-4.55%"
"05/02/2019","1,032.00","1,032.00","1,032.00","1,032.00","","0.10%"
"05/01/2019","1,031.00","1,031.00","1,031.00","1,031.00","","1.98%"
"04/30/2019","1,011.00","1,011.00","1,011.00","1,011.00","","10.73%"
"04/29/2019","913.00","913.00","913.00","913.00","","2.70%"
"04/26/2019","889.00","889.00","889.00","889.00","","2.30%"
"04/25/2019","869.00","869.00","869.00","869.00","","2.24%"
"04/24/2019","850.00","850.00","850.00","850.00","","3.53%"
"04/23/2019","821.00","821.00","821.00","821.00","","3.92%"
"04/18/2019","790.00","790.00","790.00","790.00","","3.00%"
"04/17/2019","767.00","767.00","767.00","767.00","","2.40%"
"04/16/2019","749.00","749.00","749.00","749.00","","1.49%"
"04/15/2019","738.00","738.00","738.00","738.00","","1.65%"
"04/12/2019","726.00","726.00","726.00","726.00","","-0.27%"
"04/11/2019","728.00","728.00","728.00","728.00","","-0.82%"
"04/10/2019","734.00","734.00","734.00","734.00","","1.24%"
"04/09/2019","725.00","725.00","725.00","725.00","","1.54%"
"04/08/2019","714.00","714.00","714.00","714.00","","0.42%"
"04/05/2019","711.00","711.00","711.00","711.00","","1.72%"
"04/04/2019","699.00","699.00","699.00","699.00","","4.02%"
"04/03/2019","672.00","672.00","672.00","672.00","","-0.30%"
"04/02/2019","674.00","674.00","674.00","674.00","","-1.61%"
"04/01/2019","685.00","685.00","685.00","685.00","","-0.58%"
"03/29/2019","689.00","689.00","689.00","689.00","","-0.43%"
"03/28/2019","692.00","692.00","692.00","692.00","","0.29%"
"03/27/2019","690.00","690.00","690.00","690.00","","1.02%"
"03/26/2019","683.00","683.00","683.00","683.00","","-0.87%"
"03/25/2019","689.00","689.00","689.00","689.00","","-0.14%"
"03/22/2019","690.00","690.00","690.00","690.00","","-0.72%"
"03/21/2019","695.00","695.00","695.00","695.00","","-1.97%"
"03/20/2019","709.00","709.00","709.00","709.00","","-0.42%"
"03/19/2019","712.00","712.00","712.00","712.00","","-1.25%"
"03/18/2019","721.00","721.00","721.00","721.00","","-1.23%"
"03/15/2019","730.00","730.00","730.00","730.00","","7.83%"
"03/14/2019","677.00","677.00","677.00","677.00","","3.52%"
"03/13/2019","654.00","654.00","654.00","654.00","","1.08%"
"03/12/2019","647.00","647.00","647.00","647.00","","0.31%"
"03/11/2019","645.00","645.00","645.00","645.00","","-0.62%"
"03/08/2019","649.00","649.00","649.00","649.00","","-1.22%"
"03/07/2019","657.00","657.00","657.00","657.00","","-1.05%"
"03/06/2019","664.00","664.00","664.00","664.00","","0.15%"
"03/05/2019","663.00","663.00","663.00","663.00","","-0.90%"
"03/04/2019","669.00","669.00","669.00","669.00","","0.75%"
"03/01/2019","664.00","664.00","664.00","664.00","","0.91%"
"02/28/2019","658.00","658.00","658.00","658.00","","1.08%"
"02/27/2019","651.00","651.00","651.00","651.00","","0.31%"
"02/26/2019","649.00","649.00","649.00","649.00","","1.88%"
"02/25/2019","637.00","637.00","637.00","637.00","","0.47%"
"02/22/2019","634.00","634.00","634.00","634.00","","0.63%"
"02/21/2019","630.00","630.00","630.00","630.00","","1.29%"
"02/20/2019","622.00","622.00","622.00","622.00","","-2.05%"
"02/19/2019","635.00","635.00","635.00","635.00","","-1.24%"
"02/18/2019","643.00","643.00","643.00","643.00","","0.63%"
"02/15/2019","639.00","639.00","639.00","639.00","","1.75%"
"02/14/2019","628.00","628.00","628.00","628.00","","3.29%"
"02/13/2019","608.00","608.00","608.00","608.00","","1.67%"
"02/12/2019","598.00","598.00","598.00","598.00","","0.50%"
"02/11/2019","595.00","595.00","595.00","595.00","","-1.00%"
"02/08/2019","601.00","601.00","601.00","601.00","","-1.48%"
"02/07/2019","610.00","610.00","610.00","610.00","","-3.02%"
"02/06/2019","629.00","629.00","629.00","629.00","","0.00%"
"02/05/2019","629.00","629.00","629.00","629.00","","-0.79%"
"02/04/2019","634.00","634.00","634.00","634.00","","-1.71%"
"02/01/2019","645.00","645.00","645.00","645.00","","-3.44%"
"01/31/2019","668.00","668.00","668.00","668.00","","-7.35%"
"01/30/2019","721.00","721.00","721.00","721.00","","-9.54%"
"01/29/2019","797.00","797.00","797.00","797.00","","-6.46%"
"01/28/2019","852.00","852.00","852.00","852.00","","-5.86%"
"01/25/2019","905.00","905.00","905.00","905.00","","-3.62%"
"01/24/2019","939.00","939.00","939.00","939.00","","-4.38%"
"01/23/2019","982.00","982.00","982.00","982.00","","-5.21%"
"01/22/2019","1,036.00","1,036.00","1,036.00","1,036.00","","-5.13%"
"01/21/2019","1,092.00","1,092.00","1,092.00","1,092.00","","-1.80%"
"01/18/2019","1,112.00","1,112.00","1,112.00","1,112.00","","3.25%"
"01/17/2019","1,077.00","1,077.00","1,077.00","1,077.00","","2.09%"
"01/16/2019","1,055.00","1,055.00","1,055.00","1,055.00","","-3.74%"
"01/15/2019","1,096.00","1,096.00","1,096.00","1,096.00","","-4.45%"
"01/14/2019","1,147.00","1,147.00","1,147.00","1,147.00","","-1.88%"
"01/11/2019","1,169.00","1,169.00","1,169.00","1,169.00","","-1.68%"
"01/10/2019","1,189.00","1,189.00","1,189.00","1,189.00","","-3.96%"
"01/09/2019","1,238.00","1,238.00","1,238.00","1,238.00","","-1.90%"
"01/08/2019","1,262.00","1,262.00","1,262.00","1,262.00","","1.20%"
"01/07/2019","1,247.00","1,247.00","1,247.00","1,247.00","","-1.03%"
"01/04/2019","1,260.00","1,260.00","1,260.00","1,260.00","","-0.55%"
"01/03/2019","1,267.00","1,267.00","1,267.00","1,267.00","","-1.17%"
"01/02/2019","1,282.00","1,282.00","1,282.00","1,282.00","","0.87%"
